	analysis_label	pic_x_trait	pic_y_trait	R2	p	sig_marker	FDR_q	slope	pic_filter_column	pic_filter_value	results_dir	slope_std_error	T_stat	pic_suffix	trait_table	tree
10	A13a_Taxa_vs_Disease_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group	perc_dis	0.09972	0.795	n.s	0.9098305084745764	-0.0008254	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group_vs_perc_dis/"""	0.0024800	-0.333		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
11	A13a_Taxa_vs_Disease_Zeros_Excluded	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55	perc_dis	0.05684	0.412	n.s	0.9098305084745764	-0.007228	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55_vs_perc_dis/"""	0.008499	-0.85		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
12	A13a_Taxa_vs_Disease_Zeros_Excluded	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured	perc_dis	0.01224	0.583	n.s	0.9098305084745764	-0.002160	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured_vs_perc_dis/"""	0.003882	-0.557		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
13	A13a_Taxa_vs_Disease_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Chloroflexi___D_2__Chloroflexia___D_3__Chloroflexales___D_4__Chloroflexaceae___D_5__Candidatus_Chlorothrix	perc_dis	0.002597	0.826	n.s	0.9098305084745764	0.03026	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Chloroflexi___D_2__Chloroflexia___D_3__Chloroflexales___D_4__Chloroflexaceae___D_5__Candidatus_Chlorothrix_vs_perc_dis/"""	0.13604	0.222		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
14	A13a_Taxa_vs_Disease_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio	perc_dis	0.0005147	0.954	n.s	0.954	0.001035	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio_vs_perc_dis/"""	0.017233	0.06		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
15	A13a_Taxa_vs_Disease_Zeros_Excluded	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55	perc_dis	0.001109	0.866	n.s	0.9098305084745764	-0.003483	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55_vs_perc_dis/"""	0.020498	-0.17		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
16	A13a_Taxa_vs_Disease_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Moraxellaceae___D_5__Enhydrobacter	perc_dis	0.1583	0.178	n.s	0.8052	-0.1083	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Moraxellaceae___D_5__Enhydrobacter_vs_perc_dis/"""	0.0753	-1.438		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
17	A13a_Taxa_vs_Disease_Zeros_Excluded	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas	perc_dis	0.0513	0.166	n.s	0.8052	-0.01600	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas_vs_perc_dis/"""	0.01131	-1.415		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
18	A13a_Taxa_vs_Disease_Zeros_Excluded	all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group	perc_dis	0.02781	0.721	n.s	0.9098305084745764	-0.002671	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Bacteroidales___D_4__Rikenellaceae___D_5__Rikenellaceae_RC9_gut_group_vs_perc_dis/"""	0.007062	-0.378		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
19	A13a_Taxa_vs_Disease_Zeros_Excluded	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter	perc_dis	0.07674	0.438	n.s	0.9098305084745764	0.02369	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter_vs_perc_dis/"""	0.02906	0.815		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
20	A13a_Taxa_vs_Disease_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Alteromonadales___D_4__Pseudoalteromonadaceae___D_5__Pseudoalteromonas	perc_dis	0.09175	0.16	n.s	0.8052	-0.003807	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Alteromonadales___D_4__Pseudoalteromonadaceae___D_5__Pseudoalteromonas_vs_perc_dis/"""	0.002614	-1.457		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
21	A13a_Taxa_vs_Disease_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Entomoplasmatales___D_4__Spiroplasmataceae___D_5__Spiroplasma	perc_dis	0.222	0.143	n.s	0.8052	0.3487	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Entomoplasmatales___D_4__Spiroplasmataceae___D_5__Spiroplasma_vs_perc_dis/"""	0.2176	1.603		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
22	A13a_Taxa_vs_Disease_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Cytophagales___D_4__Cyclobacteriaceae___D_5__uncultured	perc_dis	0.062	0.149	n.s	0.8052	-0.03024	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Cytophagales___D_4__Cyclobacteriaceae___D_5__uncultured_vs_perc_dis/"""	0.02047	-1.477		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
23	A13a_Taxa_vs_Disease_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium	perc_dis	0.01228	0.496	n.s	0.9098305084745764	-0.004649	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium_vs_perc_dis/"""	0.006764	-0.687		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
24	A13a_Taxa_vs_Disease_Zeros_Excluded	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Enterobacteriales___D_4__Enterobacteriaceae___D_5__Pantoea	perc_dis	0.07374	0.48	n.s	0.9098305084745764	-0.009364	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Enterobacteriales___D_4__Enterobacteriaceae___D_5__Pantoea_vs_perc_dis/"""	0.012544	-0.747		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
25	A13a_Taxa_vs_Disease_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Photobacterium	perc_dis	0.00304	0.803	n.s	0.9098305084745764	0.005614	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Vibrionales___D_4__Vibrionaceae___D_5__Photobacterium_vs_perc_dis/"""	0.022185	0.253		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
26	A13a_Taxa_vs_Disease_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas	perc_dis	0.006727	0.615	n.s	0.9098305084745764	-0.006755	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Pseudomonadales___D_4__Pseudomonadaceae___D_5__Pseudomonas_vs_perc_dis/"""	0.013316	-0.507		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
27	A13a_Taxa_vs_Disease_Zeros_Excluded	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon	perc_dis	0.003077	0.788	n.s	0.9098305084745764	0.01254	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__uncultured_archaeon_vs_perc_dis/"""	0.04607	0.272		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
28	A13a_Taxa_vs_Disease_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	perc_dis	0.4081	0.00011	***	0.00671	0.05508	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas_vs_perc_dis/"""	0.01232	4.472		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
29	A13a_Taxa_vs_Disease_Zeros_Excluded	mucus_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902	perc_dis	0.009624	0.569	n.s	0.9098305084745764	-0.01542	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_mucus_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902_vs_perc_dis/"""	0.02683	-0.575		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
30	A13a_Taxa_vs_Disease_Zeros_Excluded	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium	perc_dis	0.02335	0.328	n.s	0.9098305084745764	-0.009561	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium_vs_perc_dis/"""	0.009656	-0.99		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
31	A13a_Taxa_vs_Disease_Zeros_Excluded	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria	perc_dis	0.03895	0.242	n.s	0.8683529411764707	0.1983	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria_vs_perc_dis/"""	0.1665	1.191		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
32	A13a_Taxa_vs_Disease_Zeros_Excluded	tissue_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Mycoplasmatales___D_4__Mycoplasmataceae___D_5__Mycoplasma	perc_dis	0.1766	0.198	n.s	0.8052	-5.105	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_tissue_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Mycoplasmatales___D_4__Mycoplasmataceae___D_5__Mycoplasma_vs_perc_dis/"""	3.675	-1.389		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
33	A13a_Taxa_vs_Disease_Zeros_Excluded	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Beijerinckiaceae___D_5__Methylobacterium	perc_dis	0.07635	0.126	n.s	0.8052	-0.02250	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Beijerinckiaceae___D_5__Methylobacterium_vs_perc_dis/"""	0.01429	-1.575		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
34	A13a_Taxa_vs_Disease_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter	perc_dis	0.04471	0.688	n.s	0.9098305084745764	0.008657	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Desulfobacterales___D_4__Desulfobacteraceae___D_5__Desulfobacter_vs_perc_dis/"""	0.020008	0.433		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
35	A13a_Taxa_vs_Disease_Zeros_Excluded	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Cellvibrionales___D_4__Spongiibacteraceae___D_5__BD1_7_clade	perc_dis	0.03792	0.362	n.s	0.9098305084745764	-0.6207	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Cellvibrionales___D_4__Spongiibacteraceae___D_5__BD1_7_clade_vs_perc_dis/"""	0.6665	-0.931		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
36	A13a_Taxa_vs_Disease_Zeros_Excluded	all_D_0__Bacteria___D_1__Spirochaetes___D_2__Spirochaetia___D_3__Spirochaetales___D_4__Spirochaetaceae___D_5__Spirochaeta_2	perc_dis	0.001352	0.829	n.s	0.9098305084745764	-0.003599	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_all_D_0__Bacteria___D_1__Spirochaetes___D_2__Spirochaetia___D_3__Spirochaetales___D_4__Spirochaetaceae___D_5__Spirochaeta_2_vs_perc_dis/"""	0.016530	-0.218		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
37	A13a_Taxa_vs_Disease_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Firmicutes___D_2__Clostridia___D_3__Clostridiales___D_4__Clostridiaceae_4___D_5__Paramaledivibacter	perc_dis	0.2161	0.00642	**	0.097905	0.03263	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Firmicutes___D_2__Clostridia___D_3__Clostridiales___D_4__Clostridiaceae_4___D_5__Paramaledivibacter_vs_perc_dis/"""	0.01116	2.923		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
38	A13a_Taxa_vs_Disease_Zeros_Excluded	skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Cytophagales___D_4__Amoebophilaceae___D_5__Candidatus_Amoebophilus	perc_dis	0.0001244	0.949	n.s	0.954	-0.0007276	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Cytophagales___D_4__Amoebophilaceae___D_5__Candidatus_Amoebophilus_vs_perc_dis/"""	0.0111859	-0.065		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
39	A13a_Taxa_vs_Disease_Zeros_Excluded	tissue_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Flavobacteriales___D_4__Flavobacteriaceae___D_5__Maritimimonas	perc_dis	0.0296	0.444	n.s	0.9098305084745764	-0.01036	None	None	" ../output/PIC_results/A13a_Taxa_vs_Disease_Zeros_Excluded/PIC_tissue_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Flavobacteriales___D_4__Flavobacteriaceae___D_5__Maritimimonas_vs_perc_dis/"""	0.01327	-0.781		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata.tsv	../output/huang_roy_genus_tree.newick
