Disease_Trait,Diversity_Trait,Filtered_column,Filtered_Value,N_Microbes,Compartment,Package,Model,pVal,R_Squared,Adj_R_Squared,x_Trait_Slope_95CI,Intercept_95CI,Parameters,Estimated_Parameter_95CI,AIC,AICc,Minimum_AIC,Minimum_AICc,Best_Model
perc_bbd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.192323662,0.202164272,0.102434806,1.048200528,0.0325621057148539 + 2.05106738138751 - -1.86893261861249,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.615466378806424,-8.430730448,-6.716444734,Model_3l_AIC,Model_3l_AICc,n
perc_wd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.005721345,0.635916854,0.59040646,0.0978498919177669 + 1.98617673502854 - -1.93382326497146,3.863228935,"lambda=1,delta=1,kappa=1",NA,-8.997441072,-7.283155357,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.122618759,0.271347937,0.180266429,0.0609297039852925 + 1.99530050453065 - -1.92469949546935,3.887332395,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.87149886666702,-13.63575961,-11.9214739,,,y
perc_wd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.009934582,0.585241324,0.53339649,0.0932592061248456 + 1.98775728394844 - -1.93224271605156,3.855604708,"lambda=l,delta=ML,kappa=1",3 -/+ 0.686240101309719,-11.86732028,-10.15303457,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC2,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.02827406,0.471585532,0.405533724,0.0851164068728665 + 1.99185483806719 - -1.92814516193281,3.889901645,"lambda=1,delta=1,kappa=ML",0.323857112416648 -/+ 1.35445222925894,-10.66345569,-8.949169978,Model_3l_AIC,Model_3l_AICc,n
perc_dis,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.563425519,0.043427903,-0.076143609,0.00655018850322115 + 1.97086884081235 - -1.94913115918765,0.244651390289534 + 2.32943039526274 - -1.59056960473726,"lambda=1,delta=1,kappa=1",NA,8.633926207,10.34821192,,,n
perc_dis,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.279391271,0.144039438,0.037044367,0.0125360309456069 + 1.97080441435007 - -1.94919558564993,0.21734517390702 + 2.03792274587363 - -1.88207725412637,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.85575036634504,-1.209265487,0.505020227,,,y
perc_dis,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.534270189,0.05007681,-0.068663589,0.0071405197297101 + 1.97099539279625 - -1.94900460720375,0.230634171740014 + 2.14554444692656 - -1.77445555307344,"lambda=l,delta=ML,kappa=1",3 -/+ 0.969545843073876,4.888307045,6.602592759,,,n
perc_dis,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.441527528,0.075744777,-0.039787126,0.00928973114619284 + 1.97147302029988 - -1.94852697970012,0.257610849707422 + 2.14303552183351 - -1.77696447816649,"lambda=1,delta=1,kappa=ML",0.158882372177021 -/+ 0.887472834316166,3.583384456,5.297670171,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.082311127,0.330165947,0.24643669,4.43270397666637 + 4.19224165399558 - 0.272241653995579,0.224861027078344 + 2.26834234756618 - -1.65165765243382,"lambda=1,delta=1,kappa=1",NA,5.070664588,6.784950302,,,n
perc_bbd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.704827717,0.018908042,-0.103728453,1.59969098390503 + 6.03401554189115 - 2.11401554189115,0.246446715378055 + 2.04570430414865 - -1.87429569585135,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.927075279116899,0.155153424,1.869439138,,,y
perc_bbd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.117361567,0.27794801,0.187691511,4.24422483613644 + 4.37855428242574 - 0.458554282425742,0.211857484011784 + 2.12073624700962 - -1.79926375299038,"lambda=l,delta=ML,kappa=1",3 -/+ 0.705817571455031,2.145467203,3.859752917,,,n
perc_bbd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.321357966,0.12255384,0.01287307,3.30056004760099 + 5.0824063516935 - 1.1624063516935,0.265002934041707 + 2.1593770684629 - -1.7606229315371,"lambda=1,delta=1,kappa=ML",0.382016879677586 -/+ 1.36120920412033,3.452688895,5.166974609,Model_3l_AIC,Model_3l_AICc,n
perc_wd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.881652562,0.002944274,-0.121687692,3.910081386,0.272939718187391 + 2.33750015619381 - -1.58249984380619,"lambda=1,delta=1,kappa=1",NA,9.048431213,10.76271693,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.758282083,0.012519354,-0.110915727,3.897523542,0.28295662469616 + 2.0494898233021 - -1.8705101766979,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.837178468858166,0.220060462,1.934346176,,,y
perc_wd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.85037361,0.00472303,-0.119686591,3.907205248,0.261008258955722 + 2.15161825919647 - -1.76838174080353,"lambda=l,delta=ML,kappa=1",3 -/+ 0.952914587395693,5.354706358,7.068992073,,,n
perc_wd,mucus_weighted_unifrac_ordination_PC3,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,30847,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.758944746,0.012449059,-0.110994809,3.897400349,0.308204793564232 + 2.14032611534038 - -1.77967388465962,"lambda=1,delta=1,kappa=ML",0.103835335900831 -/+ 0.902699804634443,4.250995757,5.965281471,Model_3l_AIC,Model_3l_AICc,n
perc_dis,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.832840431,0.002541218,-0.052873158,3.914701829,0.0160214247679395 + 2.59522334850123 - -1.32477665149878,"lambda=1,delta=1,kappa=1",NA,37.39600244,38.10188479,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.548272954,0.0203756,-0.034047978,3.908173737,0.0919792002456158 + 2.06601885614332 - -1.85398114385668,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.469652149904273,20.19078069,20.89666305,,,y
perc_dis,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.813438453,0.003176053,-0.052203055,3.914283643,0.0199997530087948 + 2.25051482195768 - -1.66948517804232,"lambda=l,delta=ML,kappa=1",3 -/+ 1.63496192040902,31.07492897,31.78081132,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.719389429,0.007345667,-0.047801795,3.914433575,3.84663379,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.320920078624665,20.82429558,21.53017794,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.150962953,0.111104706,0.061721635,1.74825711774096 + 3.12554253659373 - -0.79445746340627,3.780399952,"lambda=1,delta=1,kappa=1",NA,35.09137488,35.79725724,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.371402666,0.044606198,-0.008471236,3.143340645,0.0903626201642455 + 2.05345980907832 - -1.86654019092168,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.447436064030192,19.68986831,20.39575066,,,y
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.318494406,0.055248285,0.002762079,1.1437122467475 + 3.07475636615078 - -0.84524363384922,3.838278295,"lambda=l,delta=ML,kappa=1",3 -/+ 1.37079445410466,30.00188868,30.70777103,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.323830973,0.054076411,0.0015251,3.196913475,3.916498726,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.259310778554807,19.85988147,20.56576382,Model_3l_AIC,Model_3l_AICc,n
perc_wd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.979378988,3.82E-05,-0.055515275,0.00808976167545949 + 2.26866298745184 - -1.65133701254816,3.909740275,"lambda=1,delta=1,kappa=1",NA,37.44612827,38.15201062,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.746686051,0.00594187,-0.049283582,0.0634052362474435 + 2.15330060294876 - -1.76669939705124,0.029272104118723 + 2.07368157270507 - -1.84631842729493,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.502308432726889,20.48330976,21.18919211,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.92373086,0.000523377,-0.055003102,0.0271323479352994 + 2.23946681404747 - -1.68053318595253,3.904652447,"lambda=l,delta=ML,kappa=1",3 -/+ 1.63458784332672,31.12808084,31.8339632,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC1,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.365883858,0.045622121,-0.007398872,0.151124693711702 + 2.12291895863301 - -1.79708104136699,3.766159022,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.289964653015517,20.03783944,20.7437218,Model_3k_AIC,Model_3k_AICc,y
perc_dis,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.824674428,0.002799404,-0.052600629,0.00253818652576976 + 1.97129134664594 - -1.94870865335406,3.838619709,"lambda=1,delta=1,kappa=1",NA,6.019090291,6.724972644,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.600547188,0.015537994,-0.039154339,3.913491785,0.0106430206015344 + 2.02697688078032 - -1.89302311921968,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.989666019851665,1.820001911,2.525884263,,,y
perc_dis,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.887986799,0.001132568,-0.054360067,0.00164559380015586 + 1.97151882385892 - -1.94848117614108,3.85188205,"lambda=l,delta=ML,kappa=1",3 -/+ 1.07577653767276,1.929701574,2.635583927,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.66594802,0.010589129,-0.044378142,0.00503719536191862 + 1.97147653445364 - -1.94852346554636,3.813839237,"lambda=1,delta=1,kappa=ML",0.780790963424704 -/+ 1.61084352767296,5.716688264,6.422570617,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.091791739,0.149821884,0.102589766,2.993357057,3.919919786,"lambda=1,delta=1,kappa=1",NA,2.828968832,3.534851185,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.004177596,0.373837263,0.339050444,2.503076545,0.0565731979818878 + 2.00768144518604 - -1.91231855481396,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.804712247588959,-7.229698172,-6.523815819,,,y
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.053860751,0.191202855,0.146269681,2.894301843,0.0081095465394049 + 2.08265070650403 - -1.83734929349597,"lambda=l,delta=ML,kappa=1",3 -/+ 1.36183683013447,-2.291777061,-1.585894708,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.009259904,0.320541919,0.282794248,2.550125978,0.0265078182781867 + 2.13114662795239 - -1.78885337204761,"lambda=1,delta=1,kappa=ML",0.267448082816313 -/+ 1.14853244945467,0.134448269,0.840330622,Model_3l_AIC,Model_3l_AICc,n
perc_wd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data)",0.541631413,0.021052602,-0.033333364,3.833270328,3.882216154,"lambda=1,delta=1,kappa=1",NA,5.649609521,6.355491874,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.965885333,0.000104479,-0.055445272,0.00529846757733173 + 2.0821734252718 - -1.8378265747282,3.907495887,"lambda=ML,delta=1,kappa=1",1e-06 -/+ NA,2.1311117,2.836994053,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.669887757,0.010326594,-0.044655262,3.86190032,3.881922992,"lambda=l,delta=ML,kappa=1",3 -/+ 1.0196840601978,1.744760113,2.450642466,,,y
perc_wd,skeleton_weighted_unifrac_ordination_PC2,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC2,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.589680064,0.016475021,-0.038165256,3.844294743,3.873219756,"lambda=1,delta=1,kappa=ML",0.917197972939148 -/+ 1.75462073414799,5.612232097,6.31811445,Model_3d_AIC,Model_3d_AICc,n
perc_dis,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.194135421,0.091789291,0.04133314,0.0100436925176832 + 1.96744653882958 - -1.95255346117042,3.828135795,"lambda=1,delta=1,kappa=1",NA,-10.63240215,-9.926519797,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.400761328,0.039522662,-0.01383719,0.00673444833440762 + 1.96782503410998 - -1.95217496589002,3.833030725,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.573719126036157,-15.97819103,-15.27230868,,,y
perc_dis,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.229403329,0.079185185,0.028028806,0.00947262545225649 + 1.96761374444296 - -1.95238625555704,3.830925407,"lambda=l,delta=ML,kappa=1",3 -/+ 1.04894700175755,-14.63139687,-13.92551452,,,n
perc_dis,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.251438523,0.072363752,0.020828405,0.0089515522267372 + 1.96755423366146 - -1.95244576633854,3.832880479,"lambda=1,delta=1,kappa=ML",0.848775946177147 -/+ 1.55579383143028,-10.83490196,-10.12901961,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.578337065,0.01749049,-0.037093371,0.21879251576288 + 2.34651254852622 - -1.57348745147378,3.855652063,"lambda=1,delta=1,kappa=1",NA,-9.059729903,-8.35384755,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.336681136,0.051350971,-0.001351753,0.34071709182949 + 2.3051724459851 - -1.6148275540149,3.838756247,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.643782736470421,-16.22602084,-15.52013848,,,y
perc_bbd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.552925149,0.019910132,-0.034539305,0.22785963216579 + 2.33681399239292 - -1.58318600760708,3.856380056,"lambda=l,delta=ML,kappa=1",3 -/+ 1.14631632988482,-13.38369042,-12.67780807,,,n
perc_bbd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.411513546,0.037786843,-0.015669444,0.323323763481018 + 2.34456230666674 - -1.57543769333326,3.844674482,"lambda=1,delta=1,kappa=ML",0.694460896855575 -/+ 1.25817663178525,-10.13537025,-9.429487895,Model_3l_AIC,Model_3l_AICc,n
perc_wd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data)",0.628481091,0.013283745,-0.041533825,3.872391801,3.890033857,"lambda=1,delta=1,kappa=1",NA,-8.974280044,-8.268397691,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.401813056,0.039350029,-0.014019414,3.853285119,3.880490331,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.58292084917933,-15.97459662,-15.26871426,,,y
perc_wd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.557040417,0.019504306,-0.034967677,3.865030931,3.893453069,"lambda=l,delta=ML,kappa=1",3 -/+ 1.16932821858606,-13.37541073,-12.66952838,,,n
perc_wd,skeleton_weighted_unifrac_ordination_PC3,most_abundant_class_skeleton,D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria,389333,PC3,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.54468767,0.020739224,-0.033664152,3.863742296,3.893600528,"lambda=1,delta=1,kappa=ML",0.740688306654481 -/+ 1.27732689070205,-9.834935421,-9.129053068,Model_3l_AIC,Model_3l_AICc,n
perc_dis,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.640870495,0.007880312,-0.027552534,3.906839223,0.047789953755991 + 2.78449502508751 - -1.13550497491249,"lambda=1,delta=1,kappa=1",NA,61.53808926,61.98253371,,,n
perc_dis,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.434992715,0.021913955,-0.013017689,3.910208255,3.917341711,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.489338800813094,5.306525949,5.750970393,,,y
perc_dis,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.636101399,0.00810651,-0.027318258,3.907336164,0.0474832273283418 + 2.31716954898433 - -1.60283045101567,"lambda=l,delta=ML,kappa=1",3 -/+ 1.9908378741211,52.96019824,53.40464268,,,n
perc_dis,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=ML,delta=1)",0.52496474,0.014585419,-0.020607959,3.913536001,0.0391665517452437 + 2.12671301485183 - -1.79328698514817,"lambda=1,delta=1,kappa=ML",1e-06 -/+ 0.161606665927274,7.647752509,8.092196953,Model_3l_AIC,Model_3l_AICc,n
perc_bbd,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data)",0.890354092,0.000690713,-0.034998905,3.82712969,0.0121606059116909 + 2.78808028418052 - -1.13191971581948,"lambda=1,delta=1,kappa=1",NA,61.75470649,62.19915094,,,n
perc_bbd,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=ML,kappa=1,delta=1)",0.232567204,0.050489683,0.0165786,3.693743093,3.916889967,"lambda=ML,delta=1,kappa=1",1e-06 -/+ 0.414572179531689,4.416988441,4.861432885,,,y
perc_bbd,mucus_weighted_unifrac_ordination_PC1,most_abundant_class_mucus,D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria,513038,PC1,caper,"pgls(x_trait~y_trait, data=comp.data, lambda=1,kappa=1,delta=ML)",0.834130674,0.001593052,-0.034064339,3.799037844,0.0192674322620222 + 2.31870303786243 - -1.60129696213757,"lambda=l,delta=ML,kappa=1",3 -/+ 1.99382962475494,53.15655495,53.60099939,,,n
