	analysis_label	pic_x_trait	pic_y_trait	R2	p	sig_marker	FDR_q	slope	pic_filter_column	pic_filter_value	results_dir	slope_std_error	T_stat	pic_suffix	trait_table	tree
10	gamma_proteobacteria_dominance_vs_disease	gini_index_mucus	perc_dis	0.06153	0.186	n.s	0.4776	9.633	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/"""	7.109	1.355		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
11	gamma_proteobacteria_dominance_vs_disease	gini_index_mucus	perc_dis	0.00195	0.904	n.s	0.962	-3.374	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/"""	26.993	-0.125		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
12	gamma_proteobacteria_dominance_vs_disease	dominance_tissue	perc_dis	0.4426	0.000285	***	0.00342	22.983	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/"""	5.379	4.273		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
13	gamma_proteobacteria_dominance_vs_disease	dominance_tissue	perc_dis	0.07643	0.361	n.s	0.6754285714285714	-4.513	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/"""	4.730	-0.954		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
14	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.1159	0.0959	.	0.4776	0.02460	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/"""	0.01417	1.736		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
15	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.008687	0.762	n.s	0.962	-0.002666	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/"""	0.008586	-0.31		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
16	gamma_proteobacteria_dominance_vs_disease	gini_index_tissue	perc_dis	0.0008307	0.891	n.s	0.962	-0.656	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/"""	4.744	-0.138		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
17	gamma_proteobacteria_dominance_vs_disease	gini_index_tissue	perc_dis	0.002378	0.874	n.s	0.962	1.371	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/"""	8.468	0.162		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
18	gamma_proteobacteria_dominance_vs_disease	dominance_skeleton	perc_dis	0.4089	0.122	n.s	0.4776	9.820	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/"""	5.281	1.86		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
19	gamma_proteobacteria_dominance_vs_disease	dominance_skeleton	perc_dis	0.08975	0.199	n.s	0.4776	11.322	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/"""	8.499	1.332		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
20	gamma_proteobacteria_dominance_vs_disease	observed_features_skeleton	perc_dis	0.2179	0.291	n.s	0.6349090909090909	-0.004610	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/"""	0.003906	-1.18		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
21	gamma_proteobacteria_dominance_vs_disease	observed_features_skeleton	perc_dis	0.1002	0.174	n.s	0.4776	-0.013343	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/"""	0.009422	-1.416		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
22	gamma_proteobacteria_dominance_vs_disease	gini_index_skeleton	perc_dis	0.009985	0.831	n.s	0.962	-0.6809	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/"""	3.0320	-0.225		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
23	gamma_proteobacteria_dominance_vs_disease	gini_index_skeleton	perc_dis	0.09309	0.191	n.s	0.4776	8.889	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	" ../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/"""	6.540	1.359		../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
