	analysis_label	x_trait	y_trait	R2	p	FDR_q	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
10	gamma_proteobacteria_dominance_vs_disease	dominance_skeleton	perc_dis	0.565297613212282	0.0512706726199883	0.4101653809599064	10.2473164963418	BM_Delta	True	21.389217129974	24.389217129974	0.0	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	2.37071895398304 - 18.1239140387005	skeleton	lambda=1 delta=MLkappa=1	delta	delta : 0.299030411266278 (95% CI  0.0147478768818129  -  NA )	1.12933184345101	4.01867221548916	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
11	gamma_proteobacteria_dominance_vs_disease	dominance_mucus	perc_dis	0.0329760672666825	0.336863914949793	0.8084733958795032	5.92832111411953	BM_Lambda	True	167.482124782239	167.926569226684	0.0	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-5.9629411159293 - 17.8195833441684	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 0.110742023156183 (95% CI  NA  -  0.732233834425093 )	2.54683540824413	6.06697052553512	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
12	gamma_proteobacteria_dominance_vs_disease	dominance_mucus	perc_dis	0.0217459175270316	0.684344114949109	0.864434671514664	5.85891641792665	BM_Lambda	True	68.3324704925974	70.0467562068831	0.0	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-21.3721937104563 - 33.0900265463096	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.551182351649086 )	1.95464753777833	13.8934235348893	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
13	gamma_proteobacteria_dominance_vs_disease	gini_index_skeleton	perc_dis	0.0100939316057506	0.830298783950391	0.9057804915822448	-0.68038559723373	BM_Delta	True	26.2540981312081	29.2540981312081	0.0	most_abundant_class_skeleton	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_skeleton_vs_perc_dis_most_abundant_class_skeleton_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-6.58637951382056 - 5.2256083193531	skeleton	lambda=1 delta=MLkappa=1	delta	delta : 0.958560426783391 (95% CI  0.0511166579915341  -  NA )	2.63930828939479	3.01326220234022	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
14	gamma_proteobacteria_dominance_vs_disease	observed_features_all	perc_dis	5.62536323589874e-05	0.972253271341754	0.972253271341754	-0.0006140229783624	BM_Lambda	True	153.49081915749	154.062247728918	0.0	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.0348231391512143 - 0.0335950931944894	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.307209560627723 )	4.1849559904856	0.0174536307004346	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
15	gamma_proteobacteria_dominance_vs_disease	gini_index_tissue	perc_dis	0.0237001850312765	0.61556084600848	0.864434671514664	-3.9475272220231	BM_Lambda	True	47.7907242791912	48.9907242791912	0.0	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-18.9202435838812 - 11.025189139835	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.487937284737627 )	5.03788286130475	7.63914100094802	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
16	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.015829976168616	0.54899379265923	0.823490688988845	0.0068394961069988	BM_Lambda	True	158.052074788808	158.597529334262	0.0	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-0.0152004838898458 - 0.0288794761038435	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.333331286055697 )	3.26038466076793	0.0112448877534922	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
17	gamma_proteobacteria_dominance_vs_disease	observed_features_tissue	perc_dis	0.0066441035596845	0.791225162457722	0.9057804915822448	-0.0012921491752362	BM_Lambda	True	48.0158748984168	49.2158748984168	0.0	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0106291333771609 - 0.00804483502668833	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.508070932672775 )	1.66762485021667	0.0047637674499615	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
18	gamma_proteobacteria_dominance_vs_disease	dominance_tissue	perc_dis	0.0011973718326346	0.910645933915597	0.9502392353901882	-0.362957351532884	BM_Lambda	True	48.0869612984314	49.2869612984314	0.0	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-6.55794786319203 - 5.83203316012626	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.481059692740632 )	1.47257416699021	3.16070944472405	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
19	gamma_proteobacteria_dominance_vs_disease	gini_index_all	perc_dis	0.0779093437783057	0.186551084043666	0.6396037167211405	17.0146488656644	BM_Lambda	True	151.545487651302	152.116916222731	0.0	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-7.44553736660251 - 41.4748350979312	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.274999860633366 )	-11.8660959891834	12.4796868531974	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
20	gamma_proteobacteria_dominance_vs_disease	gini_index_mucus	perc_dis	0.026624474967213	0.652417797057618	0.864434671514664	14.4446113424515	BM_Lambda	True	68.2824756822813	69.996761396567	0.0	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-46.0778558365628 - 74.9670785214657	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.581721348649964 )	-9.03071555598694	30.8788097852114	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
21	gamma_proteobacteria_dominance_vs_disease	gini_index_all	perc_dis	0.0044025388249121	0.793641991961257	0.9057804915822448	1.26664961269074	BM_Lambda	True	72.8843498177561	73.6843498177561	0.0	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-8.06681462207596 - 10.6001138474574	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.648801249512514 )	0.521089563461345	4.76197154835036	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
22	gamma_proteobacteria_dominance_vs_disease	gini_index_tissue	perc_dis	0.0187098857269754	0.514413003257236	0.823490688988845	7.95050756744718	BM_Lambda	True	157.978811750714	158.524266296168	0.0	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-15.5810217514188 - 31.4820368863132	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.303885567781902 )	-2.85528643897788	12.0058823055439	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
23	gamma_proteobacteria_dominance_vs_disease	observed_features_all	perc_dis	0.153541279436702	0.107795247438807	0.431180989755228	-0.0084288484642726	BM_Lambda	True	70.4699940929977	71.2699940929977	0.0	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0181262335144016 - 0.00126853658585636	all	lambda=ML delta=1kappa=1	lambda	lambda : 0.0992500723188199 (95% CI  NA  -  0.758283078678317 )	3.24077491535345	0.0049476454337392	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
24	gamma_proteobacteria_dominance_vs_disease	dominance_tissue	perc_dis	0.442556541475539	0.0002850337224717	NA (q values only calculated for best models by AIC)	22.9833483998129	BM_Delta	False	161.074908103086	161.62036264854	15.440575623294023	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	12.4413855034592 - 33.5253112961667	tissue	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.320018799224691  -  NA )	0.366861989833568	5.37855249813967	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
25	gamma_proteobacteria_dominance_vs_disease	dominance_tissue	perc_dis	0.442556541475539	0.0002850337224717	NA (q values only calculated for best models by AIC)	22.9833483998129	BM	False	161.074908103086	161.62036264854	15.440575623294023	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	12.4413855034592 - 33.5253112961667	tissue	lambda=1 delta=1kappa=1	None	All parameters fixed	0.366861989833568	5.37855249813967	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
26	gamma_proteobacteria_dominance_vs_disease	observed_features_all	perc_dis	0.212328960972315	0.0542904894135763	NA (q values only calculated for best models by AIC)	-0.0153015624746249	BM_Delta	False	95.7277856740816	96.5277856740816	25.257791581083893	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_observed_features_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-0.0297426427247977 - -0.000860482224452055	all	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.318423764418084  -  NA )	4.79659062581786	0.0073678980868228	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
27	gamma_proteobacteria_dominance_vs_disease	dominance_tissue	perc_dis	0.0764309705582929	0.360527119509618	NA (q values only calculated for best models by AIC)	-4.5130383780379	BM	False	72.5487474140361	73.7487474140361	24.461786115604703	most_abundant_class_tissue	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_tissue_vs_perc_dis_most_abundant_class_tissue_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-13.7840846519287 - 4.75800789585292	tissue	lambda=1 delta=1kappa=1	None	All parameters fixed	2.28984230366697	4.73012564994429	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
28	gamma_proteobacteria_dominance_vs_disease	dominance_all	perc_dis	0.0384638455935315	0.4354143440953	NA (q values only calculated for best models by AIC)	2.5858839680025	BM_Kappa	False	80.3098649933973	81.1098649933973	8.5210567382086	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-3.7493341453984 - 8.92110208140339	all	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.366075918050827 )	2.21035835061718	3.23225413949025	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
29	gamma_proteobacteria_dominance_vs_disease	dominance_all	perc_dis	0.609917650513554	6.68248292834406e-06	NA (q values only calculated for best models by AIC)	57.1711020973145	BM_Kappa	False	145.184564267704	145.755992839132	8.320142512841016	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	38.0653629385671 - 76.276841256062	all	lambda=1 delta=1kappa=ML	kappa	kappa : 0.241308633036577 (95% CI  NA  -  0.984273926090342 )	-5.13247600640111	9.74782610140176	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
30	gamma_proteobacteria_dominance_vs_disease	gini_index_all	perc_dis	0.0120982929203699	0.608902350392809	NA (q values only calculated for best models by AIC)	8.77605319684808	BM_Delta	False	175.379940514647	175.951369086075	23.834452863344012	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Gammaproteobacteria/PGLS_results.tsv	-24.3629009650582 - 41.9150073587543	all	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.346039245523933  -  NA )	-4.42119576113087	16.907629674442	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
31	gamma_proteobacteria_dominance_vs_disease	gini_index_all	perc_dis	0.0004872594764496	0.930720438175101	NA (q values only calculated for best models by AIC)	-0.447308828288507	BM	False	100.015158176099	100.815158176099	27.130808358342904	most_abundant_class_all	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_gini_index_all_vs_perc_dis_most_abundant_class_all_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-10.3742984939352 - 9.4796808373582	all	lambda=1 delta=1kappa=1	None	All parameters fixed	2.7438954269189	5.06479064573812	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
32	gamma_proteobacteria_dominance_vs_disease	dominance_mucus	perc_dis	0.000234198975374	0.966531299661315	NA (q values only calculated for best models by AIC)	0.577880033796944	BM_Kappa	False	71.1331434248802	72.8474291391659	2.8006729322827937	most_abundant_class_mucus	D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	../output/PIC_results/A4_gamma_proteobacteria_dominance_vs_disease/PIC_dominance_mucus_vs_perc_dis_most_abundant_class_mucus_is_D_0__Bacteria_D_1__Proteobacteria_D_2__Alphaproteobacteria/PGLS_results.tsv	-25.5861964743585 - 26.7419565419524	mucus	lambda=1 delta=1kappa=ML	kappa	kappa : 1e-06 (95% CI  NA  -  0.561405435866756 )	4.20052158042024	13.3490186266099	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
