	analysis_label	x_trait	y_trait	R2	p	FDR_q	N_unique_samples	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
10	A14c_Taxa_vs_Observed_Features_Zeros_Included	mucus_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902	observed_features_all	0.0006483692999186	0.868131929085151	0.9405502869160097	63	-0.086874012476831	BM_Lambda	True	511.713937156189	511.999651441904	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_mucus_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902_vs_observed_features_all/PGLS_results.tsv	-1.10630930744702 - 0.932561282493363	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.695251016473212 )	140.622544989155	0.520120048454181	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
11	A14c_Taxa_vs_Observed_Features_Zeros_Included	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium	observed_features_all	0.398308018111787	1.16478299383438e-06	2.3683920874632394e-05	23	-1.26817002484976	BM_Lambda	True	542.292369792284	542.553239357502	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Betaproteobacteriales___D_4__Burkholderiaceae___D_5__Aquabacterium_vs_observed_features_all/PGLS_results.tsv	-1.71378750009042 - -0.8225525496091	all	lambda=ML delta=1kappa=1	lambda	lambda : 0.0551668187392923 (95% CI  NA  -  0.578616295459026 )	215.175288972612	0.227355854714622	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
12	A14c_Taxa_vs_Observed_Features_Zeros_Included	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Myxococcales___D_4__P3OB_42___D_5__uncultured_bacterium	observed_features_all	0.0308324645933056	0.237769413679653	0.5001356632572012	31	-0.3887916777449	BM_Lambda	True	541.05168396929	541.324411242017	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Deltaproteobacteria___D_3__Myxococcales___D_4__P3OB_42___D_5__uncultured_bacterium_vs_observed_features_all/PGLS_results.tsv	-1.02567823570516 - 0.248094880215358	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.456929455946084 )	153.21143242048	0.324942121408295	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
13	A14c_Taxa_vs_Observed_Features_Zeros_Included	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55	observed_features_all	0.0072699188654656	0.573162406802212	0.8008426474306357	32	-0.0804870240872776	BM_Lambda	True	531.408439095983	531.687508863425	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55_vs_observed_features_all/PGLS_results.tsv	-0.358398456181757 - 0.197424408007202	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.488297235478932 )	150.055685224844	0.14179154698698	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
14	A14c_Taxa_vs_Observed_Features_Zeros_Included	skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria	observed_features_all	0.0972984031631784	0.0328057491515217	0.11117503879126799	39	1.99583821980326	BM_Lambda	True	537.712547779629	537.985275052356	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodobacterales___D_4__Rhodobacteraceae___D_5__Ruegeria_vs_observed_features_all/PGLS_results.tsv	0.219627861407316 - 3.77204857819921	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.409247790286573 )	136.815539867371	0.90622977469181	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
15	A14c_Taxa_vs_Observed_Features_Zeros_Included	mucus_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Entomoplasmatales___D_4__Spiroplasmataceae___D_5__Spiroplasma	observed_features_all	0.0004153029346799	0.894293715428337	0.9405502869160097	10	0.446292946231317	BM_Lambda	True	511.724430723531	512.010145009245	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_mucus_D_0__Bacteria___D_1__Tenericutes___D_2__Mollicutes___D_3__Entomoplasmatales___D_4__Spiroplasmataceae___D_5__Spiroplasma_vs_observed_features_all/PGLS_results.tsv	-6.09809695365498 - 6.99068284611761	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.696468319029689 )	138.326074410614	3.3389744387175	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
16	A14c_Taxa_vs_Observed_Features_Zeros_Included	skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Cytophagales___D_4__Amoebophilaceae___D_5__Candidatus_Amoebophilus	observed_features_all	0.0157511909099474	0.400587524073714	0.6265599735511936	48	-0.172846882046501	BM_Lambda	True	541.777421673705	542.050148946433	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Cytophagales___D_4__Amoebophilaceae___D_5__Candidatus_Amoebophilus_vs_observed_features_all/PGLS_results.tsv	-0.572062125265982 - 0.22636836117298	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.406233541680491 )	156.24131154411	0.203681246540552	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
17	A14c_Taxa_vs_Observed_Features_Zeros_Included	skeleton_D_0__Bacteria___D_1__Firmicutes___D_2__Clostridia___D_3__Clostridiales___D_4__Clostridiaceae_4___D_5__Paramaledivibacter	observed_features_all	9.3366676903999e-05	0.948602831788943	0.9644128789854254	28	0.0171275075291339	BM_Lambda	True	542.51923151394	542.791958786668	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Firmicutes___D_2__Clostridia___D_3__Clostridiales___D_4__Clostridiaceae_4___D_5__Paramaledivibacter_vs_observed_features_all/PGLS_results.tsv	-0.500750842247617 - 0.535005857305885	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.500205582023152 )	149.68308880838	0.264223647845281	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
18	A14c_Taxa_vs_Observed_Features_Zeros_Included	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Alteromonadales___D_4__Pseudoalteromonadaceae___D_5__Pseudoalteromonas	observed_features_all	0.09035950730535	0.0448133646155313	0.14387448639723208	42	0.26222831569693	BM_Lambda	True	507.745679605976	508.03139389169	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Alteromonadales___D_4__Pseudoalteromonadaceae___D_5__Pseudoalteromonas_vs_observed_features_all/PGLS_results.tsv	0.0135434280996074 - 0.510913203294252	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 0.0301532810867259 (95% CI  NA  -  0.930693545986731 )	136.449066713196	0.126880044692511	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
19	A14c_Taxa_vs_Observed_Features_Zeros_Included	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55	observed_features_all	0.0049073776350648	0.632438070829913	0.8418503647730159	6	-0.062355355153204	BM_Lambda	True	566.246325778499	566.507195343716	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rickettsiales___D_4__Midichloriaceae___D_5__MD3_55_vs_observed_features_all/PGLS_results.tsv	-0.316211635997132 - 0.191500925690724	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.571819370060885 )	147.630261731188	0.129518510634657	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
20	A14c_Taxa_vs_Observed_Features_Zeros_Included	skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Cytophagales___D_4__Cyclobacteriaceae___D_5__uncultured	observed_features_all	0.012827184836977	0.448458298519064	0.6672184441381196	20	-0.333097030015545	BM_Lambda	True	541.916842266961	542.189569539688	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_skeleton_D_0__Bacteria___D_1__Bacteroidetes___D_2__Bacteroidia___D_3__Cytophagales___D_4__Cyclobacteriaceae___D_5__uncultured_vs_observed_features_all/PGLS_results.tsv	-1.18688787188477 - 0.520693811853678	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.433905379278737 )	156.881890717349	0.435607572382257	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
21	A14c_Taxa_vs_Observed_Features_Zeros_Included	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured	observed_features_all	0.0038204447329552	0.673096118533468	0.8596220069100317	28	0.0724041330413021	BM_Lambda	True	566.299818935377	566.560688500594	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured_vs_observed_features_all/PGLS_results.tsv	-0.261854283542314 - 0.406662549624918	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.661588793010305 )	145.419244434844	0.170540008461029	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
22	A14c_Taxa_vs_Observed_Features_Zeros_Included	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured	observed_features_all	0.0272183015064709	0.278801033852244	0.5455302980044274	22	0.110239841689268	BM_Lambda	True	510.501322084584	510.787036370298	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhodospirillales___D_4__Terasakiellaceae___D_5__uncultured_vs_observed_features_all/PGLS_results.tsv	-0.0867471781128137 - 0.30722686149135	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.887087258739888 )	135.688430648469	0.100503581531674	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
23	A14c_Taxa_vs_Observed_Features_Zeros_Included	mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio	observed_features_all	0.0052927729743891	0.634837979992766	0.8418503647730159	6	0.050916145200093	BM_Lambda	True	511.504315918113	511.790030203827	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_mucus_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Rhizobiales___D_4__Stappiaceae___D_5__Pseudovibrio_vs_observed_features_all/PGLS_results.tsv	-0.157717028024858 - 0.259549318425044	mucus	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.698946885317115 )	137.419251506388	0.106445496543342	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
24	A14c_Taxa_vs_Observed_Features_Zeros_Included	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium	observed_features_all	0.318960508164401	2.36589257973652e-05	0.0002453485191457846	57	-1.00706934637688	BM_Lambda	True	547.859373118437	548.120242683655	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium_vs_observed_features_all/PGLS_results.tsv	-1.42778067852211 - -0.586358014231654	all	lambda=ML delta=1kappa=1	lambda	lambda : 0.0129953940860957 (95% CI  NA  -  0.585462943044282 )	203.708724020316	0.214648638849605	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
25	A14c_Taxa_vs_Observed_Features_Zeros_Included	all_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902	observed_features_all	0.0037385578601031	0.676423874289861	0.8596220069100317	39	-0.514653323763177	BM_Lambda	True	566.303846614769	566.564716179986	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Cyanobacteria___D_2__Oxyphotobacteria___D_3__Synechococcales___D_4__Cyanobiaceae___D_5__Synechococcus_CC9902_vs_observed_features_all/PGLS_results.tsv	-2.91656222853769 - 1.88725558101134	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.600216010392554 )	151.78221683096	1.22546372692577	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
26	A14c_Taxa_vs_Observed_Features_Zeros_Included	tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium	observed_features_all	0.311192931069221	6.85439518526287e-05	0.0005226476328762938	31	-0.749762951421575	BM_Lambda	True	501.939893395619	502.225607681334	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_tissue_D_0__Bacteria___D_1__Proteobacteria___D_2__Alphaproteobacteria___D_3__Sphingomonadales___D_4__Sphingomonadaceae___D_5__Sphingobium_vs_observed_features_all/PGLS_results.tsv	-1.08317382252611 - -0.41635208031704	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.421296253003748 )	187.449103768888	0.170107587298232	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
27	A14c_Taxa_vs_Observed_Features_Zeros_Included	all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas	observed_features_all	0.0301230843439373	0.233012864178645	0.5001356632572012	4	-0.208440641876975	BM_Lambda	True	564.988660013744	565.249529578961	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_all_D_0__Bacteria___D_1__Proteobacteria___D_2__Gammaproteobacteria___D_3__Oceanospirillales___D_4__Endozoicomonadaceae___D_5__Endozoicomonas_vs_observed_features_all/PGLS_results.tsv	-0.546581878578785 - 0.129700594824835	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.435721915800232 )	155.040411319605	0.172521039133577	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
28	A14c_Taxa_vs_Observed_Features_Zeros_Included	tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus	observed_features_all	0.452570434680481	4.14847691310172e-07	1.2652854584960245e-05	47	2.38477951944229	BM_Lambda	True	491.602159939336	491.887874225051	0.0	None	None	../output/PIC_results/A14c_Taxa_vs_Observed_Features_Zeros_Included/PIC_tissue_D_0__Archaea___D_1__Thaumarchaeota___D_2__Nitrososphaeria___D_3__Nitrosopumilales___D_4__Nitrosopumilaceae___D_5__Candidatus_Nitrosopumilus_vs_observed_features_all/PGLS_results.tsv	1.60082456026178 - 3.16873447862281	tissue	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.344301475123278 )	113.260296166549	0.399977019990058	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
