	analysis_label	pic_x_trait	pic_y_trait	R2	p	sig_marker	FDR_q	slope	pic_filter_column	pic_filter_value	results_dir	slope_std_error	T_stat	pic_suffix	trait_table	tree
10	beta_diversity_vs_disease	tissue_unweighted_unifrac_ordination_PC3	perc_dis	0.0356	0.468	n.s	0.8079999999999999	8.868	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_tissue_unweighted_unifrac_ordination_PC3_vs_perc_dis/"""	11.918	0.744	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
11	beta_diversity_vs_disease	skeleton_unweighted_unifrac_ordination_PC3	perc_dis	0.0668	0.317	n.s	0.7607999999999999	-8.607	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_skeleton_unweighted_unifrac_ordination_PC3_vs_perc_dis/"""	8.306	-1.036	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
12	beta_diversity_vs_disease	all_weighted_unifrac_ordination_PC1	perc_dis	0.08475	0.257	n.s	0.7607999999999999	-3.337	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_all_weighted_unifrac_ordination_PC1_vs_perc_dis/"""	2.831	-1.179	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
13	beta_diversity_vs_disease	mucus_weighted_unifrac_ordination_PC1	perc_dis	0.05104	0.4	n.s	0.8079999999999999	-2.822	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_mucus_weighted_unifrac_ordination_PC1_vs_perc_dis/"""	3.252	-0.868	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
14	beta_diversity_vs_disease	tissue_weighted_unifrac_ordination_PC1	perc_dis	0.0002637	0.951	n.s	0.951	0.162	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_tissue_weighted_unifrac_ordination_PC1_vs_perc_dis/"""	2.576	0.063	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
15	beta_diversity_vs_disease	skeleton_weighted_unifrac_ordination_PC1	perc_dis	0.00402	0.809	n.s	0.9245714285714286	-0.8557	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_skeleton_weighted_unifrac_ordination_PC1_vs_perc_dis/"""	3.4779	-0.246	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
16	beta_diversity_vs_disease	all_weighted_unifrac_ordination_PC2	perc_dis	0.001381	0.887	n.s	0.951	-0.8708	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_all_weighted_unifrac_ordination_PC2_vs_perc_dis/"""	6.0472	-0.144	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
17	beta_diversity_vs_disease	mucus_weighted_unifrac_ordination_PC2	perc_dis	0.0009106	0.912	n.s	0.951	-0.4881	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_mucus_weighted_unifrac_ordination_PC2_vs_perc_dis/"""	4.3211	-0.113	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
18	beta_diversity_vs_disease	tissue_weighted_unifrac_ordination_PC2	perc_dis	0.1078	0.198	n.s	0.7607999999999999	3.429	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_tissue_weighted_unifrac_ordination_PC2_vs_perc_dis/"""	2.547	1.346	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
19	beta_diversity_vs_disease	skeleton_weighted_unifrac_ordination_PC2	perc_dis	0.01818	0.606	n.s	0.8079999999999999	-1.588	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_skeleton_weighted_unifrac_ordination_PC2_vs_perc_dis/"""	3.012	-0.527	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
20	beta_diversity_vs_disease	all_weighted_unifrac_ordination_PC3	perc_dis	0.3538	0.0118	*	0.2832	-12.052	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_all_weighted_unifrac_ordination_PC3_vs_perc_dis/"""	4.205	-2.866	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
21	beta_diversity_vs_disease	mucus_weighted_unifrac_ordination_PC3	perc_dis	0.07755	0.296	n.s	0.7607999999999999	-7.360	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_mucus_weighted_unifrac_ordination_PC3_vs_perc_dis/"""	6.785	-1.085	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
22	beta_diversity_vs_disease	tissue_weighted_unifrac_ordination_PC3	perc_dis	0.02816	0.52	n.s	0.8079999999999999	2.237	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_tissue_weighted_unifrac_ordination_PC3_vs_perc_dis/"""	3.394	0.659	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
23	beta_diversity_vs_disease	skeleton_weighted_unifrac_ordination_PC3	perc_dis	0.08024	0.271	n.s	0.7607999999999999	4.843	None	None	" ../output/PIC_results/A3_beta_diversity_vs_disease/PIC_skeleton_weighted_unifrac_ordination_PC3_vs_perc_dis/"""	4.234	1.144	../output/PIC_results/A3_beta_diversity_vs_disease	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_and_growth_data_pcoa.tsv	../output/huang_roy_genus_tree.newick
