	analysis_label	x_trait	y_trait	R2	p	FDR_q	slope	model_name	best_model	AIC	AICc	delta_AICc	filter_column	filter_value	results_dir	x_trait_slope_95CI	compartment	branch_length_transformation	estimated_parameter	parameter_value	intercept	x_trait_slope_stdev	trait_table	tree
10	alpha_diversity_vs_disease	gini_index_skeleton	perc_dis	0.0322757032488742	0.254932959671075	0.51302049408166	7.46630835128377	BM_Lambda	True	246.955752522954	247.263444830646	0.0	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_skeleton_vs_perc_dis/PGLS_results.tsv	-5.20349759638305 - 20.1361142989506	skeleton	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.228376065459091 )	-3.44283705964637	6.46418670799328	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
11	alpha_diversity_vs_disease	dominance_all	perc_dis	0.11839485927533	0.0221941825579699	0.1331650953478194	14.0819098481585	BM_Lambda	True	252.913427485123	253.206110411953	0.0	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_all_vs_perc_dis/PGLS_results.tsv	2.46037149100516 - 25.7034482053119	all	lambda=ML delta=1kappa=1	lambda	lambda : 1e-06 (95% CI  NA  -  0.270416363557044 )	0.765276681601204	5.9293563046701	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
12	alpha_diversity_vs_disease	observed_features_all	perc_dis	0.0031498602894097	0.717464125224593	NA (q values only calculated for best models by AIC)	0.0036029974990121	BM_Kappa	False	274.089891932067	274.382574858897	15.820071358003986	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_all_vs_perc_dis/PGLS_results.tsv	-0.0157819521907903 - 0.0229879471888146	all	lambda=1 delta=1kappa=ML	kappa	kappa : 0.6362088675198 (95% CI  0.0910829421675218  -  NA )	3.00688819878736	0.0098902804539808	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
13	alpha_diversity_vs_disease	observed_features_tissue	perc_dis	0.0411498162063717	0.209340698762576	NA (q values only calculated for best models by AIC)	0.0100931169044265	BM_Delta	False	255.977191060772	256.301515385096	18.151664091220027	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_tissue_vs_perc_dis/PGLS_results.tsv	-0.00539793840670985 - 0.0255841722155628	tissue	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.380911833346047  -  NA )	1.95065640615284	0.0079035996485389	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
14	alpha_diversity_vs_disease	gini_index_all	perc_dis	0.0022893070716524	0.757763527028636	NA (q values only calculated for best models by AIC)	2.17610000180793	BM_Kappa	False	274.121560874236	274.414243801065	17.235115246713008	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_all_vs_perc_dis/PGLS_results.tsv	-11.5630721082837 - 15.9152721118995	all	lambda=1 delta=1kappa=ML	kappa	kappa : 0.658819893843684 (95% CI  0.117118543591611  -  NA )	1.47542924812198	7.00978168882225	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
15	alpha_diversity_vs_disease	dominance_mucus	perc_dis	0.0732410303327212	0.091214362906509	NA (q values only calculated for best models by AIC)	7.41172348367176	BM_Kappa	False	249.810344115111	250.134668439435	13.510579151597	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_mucus_vs_perc_dis/PGLS_results.tsv	-0.971087191596876 - 15.7945341589404	mucus	lambda=1 delta=1kappa=ML	kappa	kappa : 0.520591555534334 (95% CI  NA  -  NA )	2.10667053185465	4.27694422207583	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
16	alpha_diversity_vs_disease	gini_index_tissue	perc_dis	0.0040431067328648	0.696690159410427	NA (q values only calculated for best models by AIC)	-1.46961657947745	BM	False	257.495956476568	257.820280800892	19.575490499742017	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_tissue_vs_perc_dis/PGLS_results.tsv	-8.80344902694051 - 5.8642158679856	tissue	lambda=1 delta=1kappa=1	None	All parameters fixed	4.95923852092706	3.74175124870564	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
17	alpha_diversity_vs_disease	observed_features_all	perc_dis	0.000105053729888	0.947352043773025	NA (q values only calculated for best models by AIC)	0.0006097600000609	BM	False	275.666311599349	275.958994526178	17.396491025285002	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_all_vs_perc_dis/PGLS_results.tsv	-0.0173815093739712 - 0.0186010293740932	all	lambda=1 delta=1kappa=1	None	All parameters fixed	3.50050611162265	0.0091792190683837	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
18	alpha_diversity_vs_disease	gini_index_all	perc_dis	0.0024225778123442	0.751031264509125	NA (q values only calculated for best models by AIC)	2.04389346081797	BM_Delta	False	275.564211458196	275.856894385026	18.67776583067399	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_all_vs_perc_dis/PGLS_results.tsv	-10.4997620493634 - 14.5875489709993	all	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.385389307069562  -  NA )	1.64833027609867	6.39982423988844	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
19	alpha_diversity_vs_disease	gini_index_skeleton	perc_dis	0.0012347018992561	0.825156162511125	NA (q values only calculated for best models by AIC)	1.28550333134598	BM_Delta	False	265.879094593442	266.186786901134	18.92334207048799	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_skeleton_vs_perc_dis/PGLS_results.tsv	-10.0450193963633 - 12.6160260590553	skeleton	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.38410877550706  -  NA )	2.48832295147826	5.78087894270883	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
20	alpha_diversity_vs_disease	dominance_mucus	perc_dis	0.062991977394392	0.118255726034374	NA (q values only calculated for best models by AIC)	5.46653465240122	BM	False	252.100867023647	252.425191347971	15.801102060133019	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_mucus_vs_perc_dis/PGLS_results.tsv	-1.23702398121117 - 12.1700932860136	mucus	lambda=1 delta=1kappa=1	None	All parameters fixed	2.58819068118991	3.42018297633285	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
21	alpha_diversity_vs_disease	dominance_all	perc_dis	0.12706364550222	0.0175479760889234	NA (q values only calculated for best models by AIC)	12.3084508712464	BM_Kappa	False	268.335815313755	268.628498240585	15.422387828631969	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_all_vs_perc_dis/PGLS_results.tsv	2.55146991451955 - 22.0654318279732	all	lambda=1 delta=1kappa=ML	kappa	kappa : 0.573136618960674 (95% CI  0.0551101395184736  -  NA )	1.27015708368947	4.9780515085341	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
22	alpha_diversity_vs_disease	observed_features_skeleton	perc_dis	0.0060308116904905	0.624959033339619	NA (q values only calculated for best models by AIC)	0.0036315003757267	BM	False	265.676923153584	265.984615461276	17.53996710041102	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_skeleton_vs_perc_dis/PGLS_results.tsv	-0.0108165998662236 - 0.0180796006176771	skeleton	lambda=1 delta=1kappa=1	None	All parameters fixed	3.02839147776329	0.0073714797152807	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
23	alpha_diversity_vs_disease	gini_index_tissue	perc_dis	0.0074379590980441	0.59670570850867	NA (q values only calculated for best models by AIC)	-3.19612239684145	BM_Kappa	False	254.856734792961	255.181059117285	16.936268816134998	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_tissue_vs_perc_dis/PGLS_results.tsv	-14.9353524539895 - 8.54310766030664	tissue	lambda=1 delta=1kappa=ML	kappa	kappa : 0.506675275850199 (95% CI  NA  -  NA )	6.47772995198718	5.98940309038168	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
24	alpha_diversity_vs_disease	observed_features_mucus	perc_dis	0.018193086651695	0.40664155542006	NA (q values only calculated for best models by AIC)	-0.0085755167562987	BM_Delta	False	253.968979779194	254.293304103518	17.366500182896004	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_mucus_vs_perc_dis/PGLS_results.tsv	-0.0286056769129275 - 0.0114546434003301	mucus	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.381512985300476  -  NA )	4.56933385581608	0.0102194694676678	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
25	alpha_diversity_vs_disease	gini_index_mucus	perc_dis	0.0316935895721397	0.271748054549546	NA (q values only calculated for best models by AIC)	8.26771867731745	BM_Delta	False	253.415136330547	253.739460654871	18.526911510892006	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_mucus_vs_perc_dis/PGLS_results.tsv	-6.26244988084349 - 22.7978872354784	mucus	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.384136006562489  -  NA )	-3.80142458580375	7.41335130518415	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
26	alpha_diversity_vs_disease	dominance_skeleton	perc_dis	7.20650579239177e-05	0.957447979762237	NA (q values only calculated for best models by AIC)	0.222109471707585	BM	False	265.927957272352	266.235649580045	17.66625030284098	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_skeleton_vs_perc_dis/PGLS_results.tsv	-7.88591658133457 - 8.33013552474974	skeleton	lambda=1 delta=1kappa=1	None	All parameters fixed	3.59581074688081	4.136747986246	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
27	alpha_diversity_vs_disease	dominance_skeleton	perc_dis	0.0005392656934752	0.883941777709298	NA (q values only calculated for best models by AIC)	0.676461237442758	BM_Kappa	False	264.296679156033	264.604371463726	16.034972186521998	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_skeleton_vs_perc_dis/PGLS_results.tsv	-8.3486063605311 - 9.70152883541662	skeleton	lambda=1 delta=1kappa=ML	kappa	kappa : 0.608051673706598 (95% CI  0.0354058978208583  -  NA )	3.48975223733	4.60462632549687	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
28	alpha_diversity_vs_disease	gini_index_all	perc_dis	0.0024225778123442	0.751031264509125	NA (q values only calculated for best models by AIC)	2.04389346081797	BM	False	275.564211458196	275.856894385026	18.67776583067399	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_all_vs_perc_dis/PGLS_results.tsv	-10.4997620493634 - 14.5875489709993	all	lambda=1 delta=1kappa=1	None	All parameters fixed	1.64833027609867	6.39982423988844	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
29	alpha_diversity_vs_disease	gini_index_skeleton	perc_dis	0.002409314020446	0.757556008149228	NA (q values only calculated for best models by AIC)	1.95891924470465	BM_Kappa	False	264.218441399215	264.526133706908	17.26268887626202	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_skeleton_vs_perc_dis/PGLS_results.tsv	-10.3940709704168 - 14.3119094598261	skeleton	lambda=1 delta=1kappa=ML	kappa	kappa : 0.604796903382693 (95% CI  0.0325150722404553  -  NA )	1.8498886901849	6.30254602812317	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
30	alpha_diversity_vs_disease	dominance_tissue	perc_dis	0.161757870045858	0.0100913768742552	NA (q values only calculated for best models by AIC)	11.4693532792698	BM_Delta	False	250.600077270353	250.924401594677	25.125880743207006	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_tissue_vs_perc_dis/PGLS_results.tsv	3.16787882870977 - 19.7708277298297	tissue	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.39912567058736  -  NA )	1.38265846465387	4.23544614824489	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
31	alpha_diversity_vs_disease	dominance_all	perc_dis	0.111154107300903	0.0269980391466849	NA (q values only calculated for best models by AIC)	9.53732464126671	BM	False	270.486352274528	270.779035201357	17.57292478940397	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_all_vs_perc_dis/PGLS_results.tsv	1.3807377057156 - 17.6939115768178	all	lambda=1 delta=1kappa=1	None	All parameters fixed	1.93543177258589	4.16152394670975	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
32	alpha_diversity_vs_disease	dominance_mucus	perc_dis	0.062991977394392	0.118255726034374	NA (q values only calculated for best models by AIC)	5.46653465240122	BM_Delta	False	252.100867023647	252.425191347971	15.801102060133019	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_mucus_vs_perc_dis/PGLS_results.tsv	-1.23702398121117 - 12.1700932860136	mucus	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.378213185377572  -  NA )	2.58819068118991	3.42018297633285	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
33	alpha_diversity_vs_disease	observed_features_mucus	perc_dis	0.0188444158827512	0.398288551842861	NA (q values only calculated for best models by AIC)	-0.0118085579651869	BM_Kappa	False	252.060604707127	252.384929031451	15.458125110829002	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_mucus_vs_perc_dis/PGLS_results.tsv	-0.038900412724415 - 0.0152832967940413	mucus	lambda=1 delta=1kappa=ML	kappa	kappa : 0.588122845442969 (95% CI  0.022023513442985  -  NA )	4.88471295217657	0.0138223748771572	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
34	alpha_diversity_vs_disease	gini_index_tissue	perc_dis	0.0040431067328648	0.696690159410427	NA (q values only calculated for best models by AIC)	-1.46961657947745	BM_Delta	False	257.495956476568	257.820280800892	19.575490499742017	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_tissue_vs_perc_dis/PGLS_results.tsv	-8.80344902694051 - 5.8642158679856	tissue	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.386835858641176  -  NA )	4.95923852092706	3.74175124870564	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
35	alpha_diversity_vs_disease	observed_features_mucus	perc_dis	0.018193086651695	0.40664155542006	NA (q values only calculated for best models by AIC)	-0.0085755167562987	BM	False	253.968979779194	254.293304103518	17.366500182896004	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_mucus_vs_perc_dis/PGLS_results.tsv	-0.0286056769129275 - 0.0114546434003301	mucus	lambda=1 delta=1kappa=1	None	All parameters fixed	4.56933385581608	0.0102194694676678	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
36	alpha_diversity_vs_disease	observed_features_tissue	perc_dis	0.0532870674867242	0.151828470266478	NA (q values only calculated for best models by AIC)	0.0124512283811842	BM_Kappa	False	252.97524103066	253.299565354985	15.149714061108995	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_tissue_vs_perc_dis/PGLS_results.tsv	-0.00423563524514721 - 0.0291380920075156	tissue	lambda=1 delta=1kappa=ML	kappa	kappa : 0.481357145805482 (95% CI  NA  -  NA )	1.60195182223946	0.0085137059318017	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
37	alpha_diversity_vs_disease	dominance_tissue	perc_dis	0.161757870045858	0.0100913768742552	NA (q values only calculated for best models by AIC)	11.4693532792698	BM	False	250.600077270353	250.924401594677	25.125880743207006	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_tissue_vs_perc_dis/PGLS_results.tsv	3.16787882870977 - 19.7708277298297	tissue	lambda=1 delta=1kappa=1	None	All parameters fixed	1.38265846465387	4.23544614824489	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
38	alpha_diversity_vs_disease	observed_features_skeleton	perc_dis	0.0060308116904905	0.624959033339619	NA (q values only calculated for best models by AIC)	0.0036315003757267	BM_Delta	False	265.676923153584	265.984615461276	17.53996710041102	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_skeleton_vs_perc_dis/PGLS_results.tsv	-0.0108165998662236 - 0.0180796006176771	skeleton	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.381463976811953  -  NA )	3.02839147776329	0.0073714797152807	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
39	alpha_diversity_vs_disease	dominance_all	perc_dis	0.111154107300903	0.0269980391466849	NA (q values only calculated for best models by AIC)	9.53732464126671	BM_Delta	False	270.486352274528	270.779035201357	17.57292478940397	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_dominance_all_vs_perc_dis/PGLS_results.tsv	1.3807377057156 - 17.6939115768178	all	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.383717267525458  -  NA )	1.93543177258589	4.16152394670975	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
40	alpha_diversity_vs_disease	gini_index_mucus	perc_dis	0.0324256650714941	0.266191412979371	NA (q values only calculated for best models by AIC)	9.51141827921212	BM_Kappa	False	251.503721424522	251.828045748846	16.61549660486699	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_mucus_vs_perc_dis/PGLS_results.tsv	-7.00847653359239 - 26.0313130920166	mucus	lambda=1 delta=1kappa=ML	kappa	kappa : 0.56080400159632 (95% CI  NA  -  NA )	-5.00907932551246	8.42851776163495	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
41	alpha_diversity_vs_disease	gini_index_mucus	perc_dis	0.0316935895721397	0.271748054549546	NA (q values only calculated for best models by AIC)	8.26771867731745	BM	False	253.415136330547	253.739460654871	18.526911510892006	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_mucus_vs_perc_dis/PGLS_results.tsv	-6.26244988084349 - 22.7978872354784	mucus	lambda=1 delta=1kappa=1	None	All parameters fixed	-3.80142458580375	7.41335130518415	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
42	alpha_diversity_vs_disease	observed_features_tissue	perc_dis	0.0411498162063717	0.209340698762576	NA (q values only calculated for best models by AIC)	0.0100931169044265	BM	False	255.977191060772	256.301515385096	18.151664091220027	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_tissue_vs_perc_dis/PGLS_results.tsv	-0.00539793840670985 - 0.0255841722155628	tissue	lambda=1 delta=1kappa=1	None	All parameters fixed	1.95065640615284	0.0079035996485389	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
43	alpha_diversity_vs_disease	observed_features_all	perc_dis	0.000105053729888	0.947352043773025	NA (q values only calculated for best models by AIC)	0.0006097600000609	BM_Delta	False	275.666311599349	275.958994526178	17.396491025285002	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_observed_features_all_vs_perc_dis/PGLS_results.tsv	-0.0173815093739712 - 0.0186010293740932	all	lambda=1 delta=MLkappa=1	delta	delta : 1 (95% CI  0.384476549345131  -  NA )	3.50050611162265	0.0091792190683837	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
44	alpha_diversity_vs_disease	gini_index_skeleton	perc_dis	0.0012347018992561	0.825156162511125	NA (q values only calculated for best models by AIC)	1.28550333134598	BM	False	265.879094593442	266.186786901134	18.92334207048799	None	None	../output/PIC_results/A1_alpha_diversity_vs_disease/PIC_gini_index_skeleton_vs_perc_dis/PGLS_results.tsv	-10.0450193963633 - 12.6160260590553	skeleton	lambda=1 delta=1kappa=1	None	All parameters fixed	2.48832295147826	5.78087894270883	../output/GCMP_trait_table_with_abundances_and_adiv_and_metadata_zeros.tsv	../output/huang_roy_genus_tree.newick
